time,temperature_2m (°C),relative_humidity_2m (%),weather_code (wmo code),rain (mm),snowfall (cm),apparent_temperature (°C),pressure_msl (hPa),surface_pressure (hPa)
2020-03-19T09:00,5.1,95,63,3.40,0.00,1.7,1025.0,1018.6
2020-03-19T10:00,5.4,95,63,4.10,0.00,1.8,1024.1,1017.7
2020-03-19T11:00,5.9,95,61,2.10,0.00,2.9,1024.1,1017.7
2020-03-19T12:00,4.6,93,53,0.80,0.00,0.0,1024.9,1018.5
2020-03-19T13:00,5.4,93,51,0.10,0.00,1.2,1024.7,1018.3
2020-03-19T14:00,6.4,91,3,0.00,0.00,2.5,1024.9,1018.5
2020-03-19T15:00,7.5,88,3,0.00,0.00,3.9,1024.7,1018.4
2020-03-19T16:00,8.8,84,3,0.00,0.00,5.2,1024.3,1018.0
2020-03-19T17:00,10.3,79,3,0.00,0.00,7.4,1024.0,1017.7
2020-03-19T18:00,11.5,75,3,0.00,0.00,9.3,1023.3,1017.1
2020-03-19T19:00,11.9,73,3,0.00,0.00,10.2,1023.0,1016.8
2020-03-19T20:00,12.3,72,3,0.00,0.00,10.8,1022.7,1016.5
2020-03-19T21:00,12.4,72,3,0.00,0.00,11.5,1022.7,1016.5
2020-03-19T22:00,12.3,72,3,0.00,0.00,11.4,1023.1,1016.9
2020-03-19T23:00,10.6,83,3,0.00,0.00,9.5,1023.3,1017.0
2020-03-20T00:00,9.8,84,2,0.00,0.00,8.8,1024.1,1017.8
2020-03-20T01:00,9.7,84,3,0.00,0.00,8.3,1024.1,1017.8
2020-03-20T02:00,9.4,86,3,0.00,0.00,7.9,1023.8,1017.5
2020-03-20T03:00,8.9,89,3,0.00,0.00,6.9,1023.4,1017.1
2020-03-20T04:00,8.1,92,3,0.00,0.00,5.9,1022.8,1016.5
2020-03-20T05:00,7.7,91,3,0.00,0.00,4.9,1021.7,1015.4
2020-03-20T06:00,7.8,90,3,0.00,0.00,4.9,1021.0,1014.7
2020-03-20T07:00,7.7,91,51,0.10,0.00,4.9,1019.9,1013.6
2020-03-20T08:00,7.6,93,51,0.30,0.00,4.9,1019.0,1012.7
2020-03-20T09:00,7.7,94,3,0.00,0.00,5.0,1017.8,1011.5
2020-03-20T10:00,8.0,95,3,0.00,0.00,5.8,1017.2,1010.9
2020-03-20T11:00,8.4,96,3,0.00,0.00,6.6,1016.2,1009.9
2020-03-20T12:00,6.8,96,3,0.00,0.00,5.1,1016.4,1010.1
2020-03-20T13:00,8.7,93,3,0.00,0.00,6.9,1015.6,1009.3
2020-03-20T14:00,10.5,91,53,0.80,0.00,8.5,1015.1,1008.9
2020-03-20T15:00,12.5,91,3,0.00,0.00,10.8,1014.3,1008.1
2020-03-20T16:00,16.9,85,51,0.20,0.00,16.0,1013.3,1007.2
2020-03-20T17:00,18.1,86,61,2.10,0.00,17.2,1012.1,1006.1
2020-03-20T18:00,20.8,79,51,0.30,0.00,19.4,1010.5,1004.5
2020-03-20T19:00,20.8,75,3,0.00,0.00,18.4,1009.0,1003.0
2020-03-20T20:00,23.0,66,2,0.00,0.00,20.1,1007.8,1001.9
2020-03-20T21:00,23.5,63,2,0.00,0.00,20.2,1008.2,1002.3
2020-03-20T22:00,22.5,65,2,0.00,0.00,20.0,1008.8,1002.9
2020-03-20T23:00,21.5,62,3,0.00,0.00,19.1,1010.2,1004.2
2020-03-21T00:00,20.1,48,3,0.00,0.00,16.6,1011.1,1005.1
2020-03-21T01:00,20.2,49,3,0.00,0.00,17.0,1011.7,1005.7
2020-03-21T02:00,19.7,51,3,0.00,0.00,16.2,1012.4,1006.4
2020-03-21T03:00,18.9,52,3,0.00,0.00,15.6,1012.6,1006.6
2020-03-21T04:00,17.0,59,3,0.00,0.00,14.4,1013.4,1007.3
2020-03-21T05:00,15.1,58,3,0.00,0.00,10.6,1015.2,1009.1
2020-03-21T06:00,12.6,52,3,0.00,0.00,7.5,1016.7,1010.5
2020-03-21T07:00,9.6,57,3,0.00,0.00,3.9,1017.9,1011.7
2020-03-21T08:00,8.4,58,3,0.00,0.00,3.1,1019.2,1012.9
2020-03-21T09:00,6.9,53,3,0.00,0.00,0.7,1020.3,1014.0
2020-03-21T10:00,5.4,54,3,0.00,0.00,-0.7,1021.6,1015.2
2020-03-21T11:00,4.4,55,3,0.00,0.00,-1.4,1022.8,1016.4
2020-03-21T12:00,5.9,51,3,0.00,0.00,0.6,1024.2,1017.8
2020-03-21T13:00,5.7,52,3,0.00,0.00,0.7,1025.3,1018.9
2020-03-21T14:00,6.3,51,3,0.00,0.00,1.5,1026.4,1020.0
2020-03-21T15:00,7.3,47,3,0.00,0.00,2.3,1027.0,1020.6
2020-03-21T16:00,8.3,43,2,0.00,0.00,3.6,1027.3,1021.0
2020-03-21T17:00,9.2,38,0,0.00,0.00,5.0,1027.1,1020.8
2020-03-21T18:00,9.7,34,0,0.00,0.00,5.7,1026.9,1020.6
2020-03-21T19:00,10.0,31,0,0.00,0.00,5.7,1026.4,1020.1
2020-03-21T20:00,10.0,29,0,0.00,0.00,5.3,1026.2,1019.9
2020-03-21T21:00,9.6,28,0,0.00,0.00,4.6,1025.9,1019.6
2020-03-21T22:00,8.9,29,0,0.00,0.00,3.9,1026.7,1020.4
2020-03-21T23:00,7.3,36,1,0.00,0.00,2.6,1027.3,1020.9
2020-03-22T00:00,6.2,45,1,0.00,0.00,2.0,1028.1,1021.7
2020-03-22T01:00,5.4,46,3,0.00,0.00,1.4,1029.2,1022.8
2020-03-22T02:00,4.8,47,2,0.00,0.00,0.5,1029.7,1023.3
2020-03-22T03:00,4.1,46,1,0.00,0.00,-0.4,1030.7,1024.2
2020-03-22T04:00,3.7,47,1,0.00,0.00,-1.2,1031.1,1024.6
2020-03-22T05:00,3.2,48,2,0.00,0.00,-2.1,1031.7,1025.2
2020-03-22T06:00,2.5,48,2,0.00,0.00,-2.9,1032.0,1025.5
2020-03-22T07:00,1.6,48,1,0.00,0.00,-4.4,1032.7,1026.2
2020-03-22T08:00,0.5,53,1,0.00,0.00,-5.5,1032.9,1026.3
2020-03-22T09:00,-0.1,56,1,0.00,0.00,-6.1,1033.5,1026.9
2020-03-22T10:00,-0.5,56,2,0.00,0.00,-6.6,1034.5,1027.9
2020-03-22T11:00,-0.7,52,3,0.00,0.00,-6.8,1036.0,1029.4
2020-03-22T12:00,0.6,46,3,0.00,0.00,-5.8,1037.0,1030.4
2020-03-22T13:00,0.6,46,3,0.00,0.00,-5.7,1037.9,1031.3
2020-03-22T14:00,1.4,43,3,0.00,0.00,-5.0,1038.6,1032.0
2020-03-22T15:00,2.3,40,3,0.00,0.00,-3.9,1039.0,1032.5
2020-03-22T16:00,3.1,40,3,0.00,0.00,-2.6,1039.2,1032.7
2020-03-22T17:00,3.7,42,3,0.00,0.00,-1.6,1039.2,1032.7
2020-03-22T18:00,4.4,43,2,0.00,0.00,-0.3,1039.1,1032.6
2020-03-22T19:00,5.1,44,2,0.00,0.00,0.9,1037.9,1031.4
2020-03-22T20:00,5.8,45,3,0.00,0.00,2.0,1037.2,1030.7
2020-03-22T21:00,4.9,56,3,0.00,0.00,-0.2,1037.0,1030.5
2020-03-22T22:00,3.5,62,3,0.00,0.00,-2.2,1037.9,1031.4
2020-03-22T23:00,2.9,64,3,0.00,0.00,-2.5,1038.2,1031.7
2020-03-23T00:00,2.6,66,3,0.00,0.00,-2.2,1038.5,1032.0
2020-03-23T01:00,2.2,69,3,0.00,0.00,-2.4,1039.2,1032.6
2020-03-23T02:00,2.1,69,3,0.00,0.00,-2.8,1039.0,1032.4
2020-03-23T03:00,2.2,66,3,0.00,0.00,-2.8,1038.9,1032.4
2020-03-23T04:00,2.2,66,3,0.00,0.00,-2.7,1039.0,1032.5
2020-03-23T05:00,2.4,62,3,0.00,0.00,-2.8,1038.2,1031.7
2020-03-23T06:00,2.4,63,3,0.00,0.00,-3.1,1036.8,1030.3
2020-03-23T07:00,2.5,66,3,0.00,0.00,-2.5,1036.0,1029.5
2020-03-23T08:00,2.7,68,3,0.00,0.00,-2.2,1035.8,1029.3
2020-03-23T09:00,2.2,79,71,0.20,0.07,-2.8,1034.8,1028.3
2020-03-23T10:00,2.1,85,71,0.20,0.07,-2.6,1034.4,1027.9
2020-03-23T11:00,2.3,86,51,0.10,0.00,-2.3,1034.0,1027.5
2020-03-23T12:00,1.9,81,51,0.10,0.00,-3.2,1032.9,1026.4
2020-03-23T13:00,2.8,78,3,0.00,0.00,-2.3,1032.2,1025.7
2020-03-23T14:00,3.7,81,51,0.20,0.00,-2.4,1031.7,1025.2
2020-03-23T15:00,2.4,96,73,1.00,0.21,-2.6,1030.8,1024.3
2020-03-23T16:00,2.0,100,73,1.10,0.49,-3.0,1029.4,1022.9
2020-03-23T17:00,2.1,99,73,1.90,0.35,-3.2,1027.1,1020.6
2020-03-23T18:00,2.2,98,71,2.00,0.07,-3.2,1024.5,1018.0
2020-03-23T19:00,3.0,97,61,2.10,0.00,-2.0,1022.2,1015.8
2020-03-23T20:00,3.9,97,63,3.30,0.00,-0.8,1019.2,1012.8
2020-03-23T21:00,5.1,96,63,3.90,0.00,1.0,1017.2,1010.9
2020-03-23T22:00,5.2,96,63,6.20,0.00,1.0,1017.2,1010.9
2020-03-23T23:00,3.5,97,63,5.10,0.00,-2.1,1015.6,1009.2
2020-03-24T00:00,2.5,92,51,0.30,0.00,-3.4,1015.3,1008.9
2020-03-24T01:00,2.5,92,51,0.10,0.00,-3.0,1015.0,1008.6
2020-03-24T02:00,2.2,93,3,0.00,0.00,-3.2,1015.4,1009.0
2020-03-24T03:00,2.2,89,3,0.00,0.00,-3.2,1015.7,1009.3
2020-03-24T04:00,1.9,89,3,0.00,0.00,-3.3,1015.8,1009.4
2020-03-24T05:00,2.4,86,3,0.00,0.00,-2.4,1016.2,1009.8
2020-03-24T06:00,2.6,85,2,0.00,0.00,-2.3,1016.2,1009.8
2020-03-24T07:00,2.2,86,0,0.00,0.00,-2.0,1016.3,1009.9
2020-03-24T08:00,1.2,92,0,0.00,0.00,-2.3,1016.5,1010.1
2020-03-24T09:00,0.5,94,0,0.00,0.00,-2.6,1017.3,1010.8
2020-03-24T10:00,0.6,93,0,0.00,0.00,-2.7,1017.6,1011.1
2020-03-24T11:00,1.1,91,0,0.00,0.00,-2.6,1018.6,1012.2
2020-03-24T12:00,2.7,87,0,0.00,0.00,-0.9,1020.3,1013.9
2020-03-24T13:00,4.8,77,0,0.00,0.00,0.6,1020.9,1014.5
2020-03-24T14:00,6.5,68,0,0.00,0.00,1.7,1020.8,1014.5
2020-03-24T15:00,8.0,59,0,0.00,0.00,3.8,1020.8,1014.5
2020-03-24T16:00,9.1,56,0,0.00,0.00,6.2,1020.9,1014.6
2020-03-24T17:00,10.5,51,0,0.00,0.00,8.1,1020.5,1014.3
2020-03-24T18:00,12.1,46,2,0.00,0.00,9.2,1020.3,1014.1
2020-03-24T19:00,13.4,41,3,0.00,0.00,9.5,1019.2,1013.0
2020-03-24T20:00,13.9,39,0,0.00,0.00,10.1,1018.5,1012.3
2020-03-24T21:00,13.9,40,0,0.00,0.00,10.6,1018.3,1012.1
2020-03-24T22:00,12.8,45,0,0.00,0.00,10.0,1018.4,1012.2
2020-03-24T23:00,8.7,62,3,0.00,0.00,5.7,1019.5,1013.2
2020-03-25T00:00,6.9,69,3,0.00,0.00,3.9,1021.4,1015.1
2020-03-25T01:00,6.3,72,3,0.00,0.00,3.5,1021.7,1015.4
2020-03-25T02:00,5.8,75,3,0.00,0.00,1.9,1021.8,1015.4
2020-03-25T03:00,4.4,79,2,0.00,0.00,1.0,1022.2,1015.8
2020-03-25T04:00,3.8,80,1,0.00,0.00,0.1,1021.8,1015.4
2020-03-25T05:00,3.3,81,3,0.00,0.00,-0.5,1021.4,1015.0
2020-03-25T06:00,3.0,81,3,0.00,0.00,-1.1,1021.1,1014.7
2020-03-25T07:00,3.2,80,3,0.00,0.00,-1.3,1020.6,1014.2
2020-03-25T08:00,2.8,82,3,0.00,0.00,-1.7,1019.7,1013.3
2020-03-25T09:00,3.0,81,3,0.00,0.00,-1.4,1019.3,1012.9
2020-03-25T10:00,3.3,83,3,0.00,0.00,-1.0,1019.3,1012.9
2020-03-25T11:00,3.7,85,3,0.00,0.00,-0.5,1019.3,1012.9
2020-03-25T12:00,3.9,79,3,0.00,0.00,-0.7,1019.8,1013.4
2020-03-25T13:00,4.3,81,3,0.00,0.00,-0.4,1019.3,1012.9
2020-03-25T14:00,5.4,80,51,0.10,0.00,0.6,1019.2,1012.8
2020-03-25T15:00,7.0,71,3,0.00,0.00,1.9,1018.7,1012.4
2020-03-25T16:00,7.4,68,3,0.00,0.00,2.3,1018.3,1012.0
2020-03-25T17:00,7.5,66,3,0.00,0.00,2.5,1018.1,1011.8
2020-03-25T18:00,7.7,65,3,0.00,0.00,3.2,1017.8,1011.5
2020-03-25T19:00,7.4,70,51,0.20,0.00,2.6,1017.1,1010.8
2020-03-25T20:00,6.7,77,51,0.20,0.00,1.6,1016.4,1010.1
2020-03-25T21:00,6.1,76,3,0.00,0.00,0.4,1016.3,1010.0
2020-03-25T22:00,5.8,69,1,0.00,0.00,0.1,1016.1,1009.8
2020-03-25T23:00,4.9,76,3,0.00,0.00,0.6,1016.4,1010.1
2020-03-26T00:00,5.7,75,2,0.00,0.00,2.3,1017.0,1010.7
2020-03-26T01:00,5.7,78,3,0.00,0.00,2.4,1017.3,1011.0
2020-03-26T02:00,5.5,78,3,0.00,0.00,1.9,1017.8,1011.5
2020-03-26T03:00,5.2,78,2,0.00,0.00,1.6,1018.0,1011.7
2020-03-26T04:00,4.5,80,0,0.00,0.00,0.8,1018.0,1011.6
2020-03-26T05:00,3.1,87,0,0.00,0.00,-0.2,1017.9,1011.5
2020-03-26T06:00,2.6,90,0,0.00,0.00,-0.8,1017.9,1011.5
2020-03-26T07:00,2.1,89,0,0.00,0.00,-1.4,1017.1,1010.7
2020-03-26T08:00,1.6,90,0,0.00,0.00,-1.7,1017.2,1010.8
2020-03-26T09:00,1.1,92,0,0.00,0.00,-2.2,1017.8,1011.4
2020-03-26T10:00,0.7,93,0,0.00,0.00,-2.6,1018.2,1011.7
2020-03-26T11:00,0.4,93,0,0.00,0.00,-2.8,1018.3,1011.8
2020-03-26T12:00,3.0,81,0,0.00,0.00,-0.3,1018.7,1012.3
2020-03-26T13:00,4.7,70,0,0.00,0.00,1.6,1018.7,1012.3
2020-03-26T14:00,6.4,60,2,0.00,0.00,3.5,1018.9,1012.6
2020-03-26T15:00,7.9,59,0,0.00,0.00,5.6,1018.9,1012.6
2020-03-26T16:00,9.5,57,0,0.00,0.00,7.8,1017.8,1011.5
2020-03-26T17:00,11.1,54,0,0.00,0.00,9.6,1016.4,1010.2
2020-03-26T18:00,12.5,52,0,0.00,0.00,10.4,1014.9,1008.7
2020-03-26T19:00,13.7,49,0,0.00,0.00,10.8,1013.3,1007.2
2020-03-26T20:00,11.9,56,0,0.00,0.00,7.9,1013.1,1006.9
2020-03-26T21:00,9.5,63,0,0.00,0.00,4.7,1012.6,1006.4
2020-03-26T22:00,8.3,73,0,0.00,0.00,4.1,1012.1,1005.9
2020-03-26T23:00,7.3,80,3,0.00,0.00,3.4,1011.6,1005.3
2020-03-27T00:00,7.1,83,3,0.00,0.00,3.7,1011.1,1004.8
2020-03-27T01:00,8.3,76,3,0.00,0.00,5.3,1011.1,1004.9
2020-03-27T02:00,8.9,70,3,0.00,0.00,5.4,1010.7,1004.5
2020-03-27T03:00,8.8,71,3,0.00,0.00,5.0,1010.4,1004.2
2020-03-27T04:00,8.4,75,3,0.00,0.00,4.7,1010.1,1003.9
2020-03-27T05:00,8.1,78,3,0.00,0.00,4.5,1010.0,1003.8
2020-03-27T06:00,8.0,79,3,0.00,0.00,4.6,1009.6,1003.4
2020-03-27T07:00,8.1,81,3,0.00,0.00,5.1,1008.8,1002.6
2020-03-27T08:00,8.0,86,51,0.10,0.00,5.6,1009.1,1002.9
2020-03-27T09:00,7.8,89,51,0.10,0.00,5.5,1008.9,1002.7
2020-03-27T10:00,7.5,92,3,0.00,0.00,5.0,1009.0,1002.8
2020-03-27T11:00,7.8,90,3,0.00,0.00,5.3,1009.1,1002.9
2020-03-27T12:00,9.0,85,2,0.00,0.00,6.5,1009.0,1002.8
2020-03-27T13:00,11.2,73,2,0.00,0.00,8.7,1009.7,1003.5
2020-03-27T14:00,12.7,64,1,0.00,0.00,9.4,1009.6,1003.5
2020-03-27T15:00,14.4,58,0,0.00,0.00,11.3,1010.4,1004.3
2020-03-27T16:00,15.9,49,0,0.00,0.00,13.4,1010.8,1004.7
2020-03-27T17:00,16.9,38,0,0.00,0.00,14.3,1010.8,1004.8
2020-03-27T18:00,17.6,33,0,0.00,0.00,14.9,1010.9,1004.9
2020-03-27T19:00,18.0,29,0,0.00,0.00,14.7,1010.9,1004.9
2020-03-27T20:00,18.0,28,0,0.00,0.00,14.1,1011.4,1005.4
2020-03-27T21:00,17.6,28,0,0.00,0.00,13.4,1012.0,1006.0
2020-03-27T22:00,16.5,38,0,0.00,0.00,13.5,1012.8,1006.7
2020-03-27T23:00,12.2,55,0,0.00,0.00,9.3,1014.0,1007.8
2020-03-28T00:00,11.4,53,0,0.00,0.00,8.0,1014.2,1008.0
2020-03-28T01:00,11.3,50,0,0.00,0.00,7.2,1015.8,1009.6
2020-03-28T02:00,9.6,54,0,0.00,0.00,5.2,1016.9,1010.7
2020-03-28T03:00,8.5,59,0,0.00,0.00,4.1,1017.1,1010.8
2020-03-28T04:00,7.4,61,0,0.00,0.00,3.4,1018.3,1012.0
2020-03-28T05:00,6.5,60,0,0.00,0.00,2.5,1018.8,1012.5
2020-03-28T06:00,5.9,61,0,0.00,0.00,2.0,1019.2,1012.9
2020-03-28T07:00,5.6,61,3,0.00,0.00,1.4,1019.1,1012.8
2020-03-28T08:00,5.4,61,3,0.00,0.00,1.4,1018.6,1012.3
2020-03-28T09:00,5.4,62,3,0.00,0.00,1.4,1018.9,1012.6
2020-03-28T10:00,5.7,63,3,0.00,0.00,1.8,1019.3,1013.0
2020-03-28T11:00,5.6,66,3,0.00,0.00,2.0,1019.4,1013.1
2020-03-28T12:00,7.5,60,3,0.00,0.00,3.8,1019.5,1013.2
2020-03-28T13:00,9.7,57,3,0.00,0.00,6.4,1020.6,1014.3
2020-03-28T14:00,9.8,63,51,0.10,0.00,6.8,1020.8,1014.5
2020-03-28T15:00,8.7,86,55,1.20,0.00,6.1,1020.7,1014.4
2020-03-28T16:00,8.8,89,61,1.30,0.00,6.3,1020.7,1014.4
2020-03-28T17:00,8.7,92,61,1.90,0.00,5.9,1020.1,1013.8
2020-03-28T18:00,8.8,87,51,0.20,0.00,5.8,1018.7,1012.4
2020-03-28T19:00,9.3,91,55,1.20,0.00,7.1,1018.6,1012.3
2020-03-28T20:00,9.2,93,61,1.30,0.00,6.9,1017.9,1011.6
2020-03-28T21:00,8.7,95,53,0.70,0.00,6.2,1017.2,1010.9
2020-03-28T22:00,8.6,95,53,0.60,0.00,6.3,1017.0,1010.7
2020-03-28T23:00,8.3,96,63,3.30,0.00,5.6,1017.1,1010.8
2020-03-29T00:00,7.6,94,61,1.60,0.00,4.7,1018.1,1011.8
2020-03-29T01:00,7.4,97,53,0.80,0.00,4.2,1018.5,1012.2
2020-03-29T02:00,7.6,97,53,0.80,0.00,4.4,1017.5,1011.2
2020-03-29T03:00,7.7,97,51,0.40,0.00,4.4,1016.5,1010.2
2020-03-29T04:00,7.8,95,51,0.10,0.00,4.5,1016.6,1010.3
2020-03-29T05:00,7.5,95,3,0.00,0.00,3.8,1016.3,1010.0
2020-03-29T06:00,7.4,95,3,0.00,0.00,3.6,1016.0,1009.7
2020-03-29T07:00,7.2,95,51,0.10,0.00,3.2,1016.0,1009.7
2020-03-29T08:00,7.3,94,51,0.10,0.00,3.4,1015.9,1009.6
2020-03-29T09:00,7.1,95,51,0.10,0.00,2.7,1015.1,1008.8
2020-03-29T10:00,7.2,95,3,0.00,0.00,3.1,1014.9,1008.6
2020-03-29T11:00,7.3,95,3,0.00,0.00,3.4,1015.1,1008.8
2020-03-29T12:00,6.8,94,3,0.00,0.00,3.1,1016.5,1010.2
2020-03-29T13:00,8.1,92,53,0.70,0.00,4.4,1016.2,1009.9
2020-03-29T14:00,8.3,96,61,1.40,0.00,5.1,1016.3,1010.0
2020-03-29T15:00,8.6,96,53,0.50,0.00,5.7,1016.4,1010.1
2020-03-29T16:00,9.3,92,51,0.10,0.00,6.3,1015.2,1009.0
2020-03-29T17:00,10.7,89,51,0.10,0.00,8.4,1014.5,1008.3
2020-03-29T18:00,11.4,89,51,0.10,0.00,9.2,1012.9,1006.7
2020-03-29T19:00,11.6,89,51,0.10,0.00,9.4,1010.9,1004.7
2020-03-29T20:00,11.3,88,3,0.00,0.00,9.3,1010.4,1004.2
2020-03-29T21:00,10.7,88,3,0.00,0.00,8.7,1010.6,1004.4
2020-03-29T22:00,9.8,90,3,0.00,0.00,7.1,1010.5,1004.3
2020-03-29T23:00,8.9,94,3,0.00,0.00,6.5,1010.6,1004.4
2020-03-30T00:00,7.1,94,3,0.00,0.00,3.5,1011.2,1004.9
2020-03-30T01:00,7.4,92,3,0.00,0.00,4.3,1012.1,1005.8
2020-03-30T02:00,7.5,92,3,0.00,0.00,4.3,1011.9,1005.6
2020-03-30T03:00,7.4,94,3,0.00,0.00,4.3,1011.8,1005.5
2020-03-30T04:00,7.4,94,3,0.00,0.00,4.6,1011.9,1005.6
2020-03-30T05:00,7.4,94,3,0.00,0.00,5.0,1012.2,1005.9
2020-03-30T06:00,7.5,93,51,0.10,0.00,4.7,1013.2,1006.9
2020-03-30T07:00,7.4,93,3,0.00,0.00,4.7,1013.1,1006.8
2020-03-30T08:00,6.6,94,1,0.00,0.00,4.3,1013.4,1007.1
2020-03-30T09:00,5.7,95,1,0.00,0.00,3.4,1013.7,1007.4
2020-03-30T10:00,5.1,96,1,0.00,0.00,2.8,1013.7,1007.4
2020-03-30T11:00,4.0,97,1,0.00,0.00,1.6,1014.4,1008.0
2020-03-30T12:00,5.4,89,2,0.00,0.00,2.5,1015.6,1009.3
2020-03-30T13:00,6.3,85,3,0.00,0.00,3.7,1015.5,1009.2
2020-03-30T14:00,7.3,82,3,0.00,0.00,5.8,1015.6,1009.3
2020-03-30T15:00,8.0,80,3,0.00,0.00,6.1,1014.9,1008.6
2020-03-30T16:00,9.8,75,2,0.00,0.00,7.8,1013.9,1007.7
2020-03-30T17:00,11.1,73,3,0.00,0.00,9.7,1012.9,1006.7
2020-03-30T18:00,11.7,71,2,0.00,0.00,10.1,1011.9,1005.7
2020-03-30T19:00,11.6,74,2,0.00,0.00,9.1,1010.9,1004.7
2020-03-30T20:00,10.2,79,53,0.60,0.00,7.3,1010.6,1004.4
2020-03-30T21:00,8.3,90,61,1.90,0.00,5.9,1011.3,1005.1
2020-03-30T22:00,7.6,92,55,1.00,0.00,6.2,1012.2,1005.9
2020-03-30T23:00,7.5,92,51,0.30,0.00,5.0,1012.3,1006.0
2020-03-31T00:00,6.3,93,1,0.00,0.00,3.8,1014.4,1008.1
2020-03-31T01:00,6.0,96,51,0.40,0.00,3.5,1015.4,1009.1
2020-03-31T02:00,5.9,96,51,0.30,0.00,3.7,1015.9,1009.6
2020-03-31T03:00,6.2,96,51,0.40,0.00,4.2,1015.6,1009.3
2020-03-31T04:00,6.2,97,51,0.40,0.00,4.3,1015.6,1009.3
2020-03-31T05:00,6.3,96,51,0.30,0.00,4.8,1015.7,1009.4
2020-03-31T06:00,6.2,97,51,0.40,0.00,3.9,1015.4,1009.1
2020-03-31T07:00,5.4,97,51,0.40,0.00,1.9,1015.1,1008.8
2020-03-31T08:00,4.8,92,51,0.20,0.00,0.8,1015.2,1008.9
2020-03-31T09:00,4.8,90,51,0.10,0.00,1.0,1015.6,1009.3
2020-03-31T10:00,4.5,89,51,0.10,0.00,0.7,1016.6,1010.2
2020-03-31T11:00,4.3,88,51,0.10,0.00,0.6,1017.4,1011.0
2020-03-31T12:00,4.9,83,51,0.10,0.00,1.5,1018.1,1011.7
2020-03-31T13:00,5.0,80,3,0.00,0.00,1.4,1017.9,1011.5
2020-03-31T14:00,5.4,77,3,0.00,0.00,1.9,1018.4,1012.1
2020-03-31T15:00,5.6,75,3,0.00,0.00,2.4,1018.3,1012.0
2020-03-31T16:00,5.8,74,3,0.00,0.00,2.8,1017.7,1011.4
2020-03-31T17:00,6.3,72,3,0.00,0.00,3.9,1017.8,1011.5
2020-03-31T18:00,6.9,69,3,0.00,0.00,4.3,1016.4,1010.1
2020-03-31T19:00,8.0,64,3,0.00,0.00,5.0,1015.6,1009.3
2020-03-31T20:00,8.3,61,3,0.00,0.00,5.4,1015.2,1008.9
2020-03-31T21:00,8.0,61,3,0.00,0.00,5.2,1014.8,1008.5
2020-03-31T22:00,6.4,77,3,0.00,0.00,2.6,1014.8,1008.5
2020-03-31T23:00,5.7,78,3,0.00,0.00,2.3,1014.6,1008.3
2020-04-01T00:00,5.5,79,3,0.00,0.00,2.3,1014.5,1008.2
2020-04-01T01:00,5.3,81,3,0.00,0.00,2.0,1014.8,1008.5
2020-04-01T02:00,5.1,80,3,0.00,0.00,1.7,1014.8,1008.5
2020-04-01T03:00,5.1,79,3,0.00,0.00,1.6,1014.3,1008.0
2020-04-01T04:00,4.8,79,3,0.00,0.00,1.5,1013.6,1007.3
2020-04-01T05:00,4.6,79,3,0.00,0.00,1.3,1012.9,1006.6
2020-04-01T06:00,4.3,78,3,0.00,0.00,0.4,1011.3,1005.0
2020-04-01T07:00,3.8,83,3,0.00,0.00,0.4,1011.7,1005.4
2020-04-01T08:00,3.6,82,3,0.00,0.00,-0.3,1011.0,1004.7
2020-04-01T09:00,3.4,82,3,0.00,0.00,-0.6,1010.7,1004.4
2020-04-01T10:00,2.9,79,3,0.00,0.00,-1.6,1010.7,1004.3
2020-04-01T11:00,2.4,75,3,0.00,0.00,-2.3,1011.2,1004.8
2020-04-01T12:00,3.5,65,3,0.00,0.00,-1.7,1011.0,1004.7
2020-04-01T13:00,4.3,62,3,0.00,0.00,-0.8,1011.2,1004.9
2020-04-01T14:00,5.5,59,3,0.00,0.00,0.7,1010.9,1004.6
2020-04-01T15:00,7.0,54,3,0.00,0.00,3.0,1010.3,1004.0
2020-04-01T16:00,8.7,47,3,0.00,0.00,5.6,1009.6,1003.4
2020-04-01T17:00,9.7,44,3,0.00,0.00,6.0,1009.0,1002.8
2020-04-01T18:00,10.8,40,3,0.00,0.00,6.8,1008.0,1001.8
2020-04-01T19:00,11.8,35,2,0.00,0.00,6.8,1007.2,1001.1
2020-04-01T20:00,11.9,33,2,0.00,0.00,6.7,1006.8,1000.7
2020-04-01T21:00,12.4,33,3,0.00,0.00,7.3,1006.2,1000.1
2020-04-01T22:00,11.0,41,2,0.00,0.00,6.2,1006.3,1000.2
2020-04-01T23:00,9.1,45,2,0.00,0.00,5.3,1006.8,1000.6
2020-04-02T00:00,8.1,58,1,0.00,0.00,4.4,1007.5,1001.3
2020-04-02T01:00,6.9,62,2,0.00,0.00,3.6,1008.1,1001.9
2020-04-02T02:00,6.4,64,1,0.00,0.00,2.9,1008.0,1001.7
2020-04-02T03:00,6.1,58,0,0.00,0.00,1.4,1007.9,1001.6
2020-04-02T04:00,5.7,48,0,0.00,0.00,-0.5,1008.2,1001.9
2020-04-02T05:00,4.9,52,0,0.00,0.00,-1.0,1008.3,1002.0
2020-04-02T06:00,4.3,58,0,0.00,0.00,-1.5,1008.3,1002.0
2020-04-02T07:00,3.6,63,0,0.00,0.00,-1.5,1008.1,1001.8
2020-04-02T08:00,2.9,64,0,0.00,0.00,-2.2,1008.0,1001.7
2020-04-02T09:00,2.7,63,0,0.00,0.00,-3.0,1007.9,1001.6
