time,temperature_2m (°C),relative_humidity_2m (%),weather_code (wmo code),rain (mm),snowfall (cm),apparent_temperature (°C),pressure_msl (hPa),surface_pressure (hPa)
2020-01-01T00:00,4.1,91,2,0.00,0.00,0.5,1003.8,997.5
2020-01-01T01:00,4.7,88,51,0.10,0.00,0.5,1003.7,997.4
2020-01-01T02:00,4.4,85,51,0.10,0.00,0.2,1004.1,997.8
2020-01-01T03:00,4.3,81,3,0.00,0.00,0.4,1004.0,997.7
2020-01-01T04:00,4.2,77,2,0.00,0.00,-0.4,1004.2,997.9
2020-01-01T05:00,3.0,74,0,0.00,0.00,-1.9,1004.5,998.2
2020-01-01T06:00,1.8,76,0,0.00,0.00,-3.0,1004.4,998.1
2020-01-01T07:00,1.3,79,0,0.00,0.00,-3.5,1004.9,998.5
2020-01-01T08:00,1.0,77,0,0.00,0.00,-4.3,1005.2,998.8
2020-01-01T09:00,0.6,76,2,0.00,0.00,-4.5,1005.2,998.8
2020-01-01T10:00,0.7,70,3,0.00,0.00,-4.6,1005.4,999.0
2020-01-01T11:00,0.4,65,1,0.00,0.00,-4.9,1005.9,999.5
2020-01-01T12:00,1.3,71,0,0.00,0.00,-3.4,1006.6,1000.2
2020-01-01T13:00,1.7,63,3,0.00,0.00,-3.2,1007.0,1000.6
2020-01-01T14:00,2.6,54,2,0.00,0.00,-2.8,1007.7,1001.4
2020-01-01T15:00,3.3,48,2,0.00,0.00,-3.3,1008.3,1002.0
2020-01-01T16:00,4.0,42,2,0.00,0.00,-3.2,1007.9,1001.6
2020-01-01T17:00,4.1,41,3,0.00,0.00,-2.9,1007.2,1000.9
2020-01-01T18:00,4.1,41,2,0.00,0.00,-2.8,1006.7,1000.4
2020-01-01T19:00,4.2,41,3,0.00,0.00,-2.5,1007.0,1000.7
2020-01-01T20:00,3.8,44,3,0.00,0.00,-2.6,1007.6,1001.3
2020-01-01T21:00,3.5,46,3,0.00,0.00,-2.4,1008.4,1002.1
2020-01-01T22:00,2.9,47,2,0.00,0.00,-2.8,1009.3,1003.0
2020-01-01T23:00,1.8,51,2,0.00,0.00,-3.9,1010.2,1003.8
2020-01-02T00:00,0.8,59,0,0.00,0.00,-4.7,1011.8,1005.4
2020-01-02T01:00,0.4,62,0,0.00,0.00,-4.7,1012.1,1005.7
2020-01-02T02:00,-0.2,66,0,0.00,0.00,-5.1,1012.6,1006.2
2020-01-02T03:00,-0.7,67,0,0.00,0.00,-5.3,1012.8,1006.3
2020-01-02T04:00,-1.5,73,0,0.00,0.00,-5.6,1013.0,1006.5
2020-01-02T05:00,-1.9,77,0,0.00,0.00,-6.1,1013.1,1006.6
2020-01-02T06:00,-2.3,81,0,0.00,0.00,-6.3,1013.3,1006.8
2020-01-02T07:00,-2.3,81,1,0.00,0.00,-6.6,1013.6,1007.1
2020-01-02T08:00,-2.4,82,2,0.00,0.00,-6.5,1013.6,1007.1
2020-01-02T09:00,-2.2,80,2,0.00,0.00,-6.5,1013.9,1007.4
2020-01-02T10:00,-2.0,80,1,0.00,0.00,-6.5,1014.3,1007.8
2020-01-02T11:00,-2.1,81,1,0.00,0.00,-6.5,1014.4,1007.9
2020-01-02T12:00,-1.5,80,1,0.00,0.00,-6.0,1015.5,1009.0
2020-01-02T13:00,-1.1,80,0,0.00,0.00,-5.5,1015.6,1009.1
2020-01-02T14:00,0.7,72,0,0.00,0.00,-3.9,1015.9,1009.5
2020-01-02T15:00,3.0,64,0,0.00,0.00,-1.5,1016.0,1009.6
2020-01-02T16:00,4.9,59,0,0.00,0.00,0.3,1015.4,1009.1
2020-01-02T17:00,6.5,56,0,0.00,0.00,1.7,1014.4,1008.1
2020-01-02T18:00,8.1,50,3,0.00,0.00,3.2,1013.3,1007.0
2020-01-02T19:00,8.8,46,3,0.00,0.00,4.0,1013.0,1006.8
2020-01-02T20:00,8.5,50,3,0.00,0.00,4.6,1012.6,1006.4
2020-01-02T21:00,6.7,59,3,0.00,0.00,3.5,1012.0,1005.7
2020-01-02T22:00,5.0,64,3,0.00,0.00,1.2,1011.9,1005.6
2020-01-02T23:00,5.1,72,1,0.00,0.00,0.8,1012.3,1006.0
2020-01-03T00:00,4.3,77,1,0.00,0.00,0.7,1012.1,1005.8
2020-01-03T01:00,4.3,79,3,0.00,0.00,0.7,1012.2,1005.9
2020-01-03T02:00,3.8,82,3,0.00,0.00,0.4,1012.2,1005.9
2020-01-03T03:00,3.6,82,3,0.00,0.00,0.4,1011.8,1005.5
2020-01-03T04:00,2.7,86,2,0.00,0.00,-0.6,1011.3,1004.9
2020-01-03T05:00,2.1,86,3,0.00,0.00,-1.8,1010.4,1004.0
2020-01-03T06:00,5.1,75,3,0.00,0.00,1.8,1010.6,1004.3
2020-01-03T07:00,6.3,69,3,0.00,0.00,2.5,1010.3,1004.0
2020-01-03T08:00,6.2,69,3,0.00,0.00,2.5,1010.1,1003.8
2020-01-03T09:00,6.1,71,3,0.00,0.00,2.6,1009.9,1003.6
2020-01-03T10:00,5.6,77,51,0.30,0.00,2.6,1010.4,1004.1
2020-01-03T11:00,4.8,92,51,0.30,0.00,2.1,1010.5,1004.2
2020-01-03T12:00,4.3,96,53,0.70,0.00,1.7,1010.1,1003.8
2020-01-03T13:00,5.1,95,53,0.70,0.00,2.5,1010.8,1004.5
2020-01-03T14:00,5.6,96,51,0.40,0.00,3.2,1010.8,1004.5
2020-01-03T15:00,6.1,95,51,0.20,0.00,3.9,1010.9,1004.6
2020-01-03T16:00,6.9,90,51,0.10,0.00,4.7,1009.8,1003.5
2020-01-03T17:00,8.0,86,3,0.00,0.00,5.7,1008.8,1002.6
2020-01-03T18:00,8.2,86,3,0.00,0.00,6.1,1008.4,1002.2
2020-01-03T19:00,9.0,84,3,0.00,0.00,6.8,1008.6,1002.4
2020-01-03T20:00,9.2,84,3,0.00,0.00,6.9,1008.6,1002.4
2020-01-03T21:00,8.7,88,3,0.00,0.00,6.9,1009.0,1002.8
2020-01-03T22:00,7.7,93,3,0.00,0.00,5.8,1009.2,1003.0
2020-01-03T23:00,7.0,95,51,0.10,0.00,5.2,1009.1,1002.8
2020-01-04T00:00,6.6,97,51,0.10,0.00,4.5,1009.9,1003.6
2020-01-04T01:00,7.0,98,51,0.30,0.00,5.0,1010.3,1004.0
2020-01-04T02:00,6.9,98,51,0.40,0.00,4.9,1010.6,1004.3
2020-01-04T03:00,6.9,98,51,0.40,0.00,5.2,1010.8,1004.5
2020-01-04T04:00,6.7,98,53,0.50,0.00,5.1,1010.1,1003.8
2020-01-04T05:00,6.8,97,51,0.30,0.00,5.4,1009.1,1002.8
2020-01-04T06:00,6.6,99,51,0.30,0.00,5.6,1008.7,1002.4
2020-01-04T07:00,6.0,100,53,0.50,0.00,4.6,1007.8,1001.5
2020-01-04T08:00,5.9,100,53,0.50,0.00,4.4,1008.1,1001.8
2020-01-04T09:00,6.2,99,53,0.60,0.00,4.4,1007.8,1001.5
2020-01-04T10:00,6.3,100,53,0.50,0.00,4.6,1007.5,1001.2
2020-01-04T11:00,6.2,100,51,0.20,0.00,4.8,1006.5,1000.2
2020-01-04T12:00,5.8,100,3,0.00,0.00,3.8,1005.4,999.1
2020-01-04T13:00,6.9,99,51,0.20,0.00,4.6,1005.3,999.1
2020-01-04T14:00,7.7,98,51,0.10,0.00,5.9,1005.5,999.3
2020-01-04T15:00,8.0,98,51,0.40,0.00,6.5,1004.9,998.7
2020-01-04T16:00,8.5,98,51,0.20,0.00,7.2,1003.7,997.5
2020-01-04T17:00,8.8,98,51,0.10,0.00,7.5,1001.9,995.7
2020-01-04T18:00,9.1,96,3,0.00,0.00,7.4,1001.1,994.9
2020-01-04T19:00,9.4,95,3,0.00,0.00,7.8,1000.2,994.1
2020-01-04T20:00,9.9,95,3,0.00,0.00,8.1,1000.1,994.0
2020-01-04T21:00,9.8,96,3,0.00,0.00,8.1,1000.5,994.4
2020-01-04T22:00,9.3,95,51,0.10,0.00,7.6,1000.2,994.1
2020-01-04T23:00,8.7,97,51,0.30,0.00,6.7,999.8,993.6
2020-01-05T00:00,8.5,89,51,0.30,0.00,4.9,1000.7,994.5
2020-01-05T01:00,7.4,93,51,0.20,0.00,4.2,1000.4,994.2
2020-01-05T02:00,6.7,93,51,0.20,0.00,2.4,1000.8,994.6
2020-01-05T03:00,5.4,92,53,0.70,0.00,0.4,1000.8,994.6
2020-01-05T04:00,4.1,92,53,0.50,0.00,-1.3,1001.3,995.0
2020-01-05T05:00,3.3,87,51,0.30,0.00,-2.5,1001.5,995.2
2020-01-05T06:00,2.7,85,51,0.10,0.00,-3.3,1001.7,995.4
2020-01-05T07:00,2.3,81,2,0.00,0.00,-3.7,1002.1,995.8
2020-01-05T08:00,2.1,75,3,0.00,0.00,-4.4,1003.2,996.9
2020-01-05T09:00,2.0,68,2,0.00,0.00,-4.9,1004.2,997.9
2020-01-05T10:00,1.8,65,3,0.00,0.00,-4.8,1005.9,999.5
2020-01-05T11:00,2.2,59,2,0.00,0.00,-4.4,1007.0,1000.7
2020-01-05T12:00,2.8,53,2,0.00,0.00,-3.9,1008.3,1002.0
2020-01-05T13:00,2.8,55,2,0.00,0.00,-3.8,1009.1,1002.8
2020-01-05T14:00,3.3,54,3,0.00,0.00,-4.2,1010.3,1004.0
2020-01-05T15:00,3.6,50,3,0.00,0.00,-4.6,1011.1,1004.8
2020-01-05T16:00,4.0,46,1,0.00,0.00,-4.4,1011.3,1005.0
2020-01-05T17:00,4.4,48,2,0.00,0.00,-3.7,1010.9,1004.6
2020-01-05T18:00,5.0,44,3,0.00,0.00,-2.8,1011.4,1005.1
2020-01-05T19:00,5.0,41,1,0.00,0.00,-2.5,1011.4,1005.1
2020-01-05T20:00,4.6,44,0,0.00,0.00,-2.4,1012.2,1005.9
2020-01-05T21:00,3.5,48,1,0.00,0.00,-2.9,1013.4,1007.0
2020-01-05T22:00,2.1,51,1,0.00,0.00,-3.6,1014.6,1008.2
2020-01-05T23:00,1.4,52,0,0.00,0.00,-3.7,1015.3,1008.9
2020-01-06T00:00,1.4,55,0,0.00,0.00,-3.1,1016.1,1009.7
2020-01-06T01:00,-0.7,69,2,0.00,0.00,-4.7,1016.0,1009.5
2020-01-06T02:00,-1.2,74,3,0.00,0.00,-5.2,1015.9,1009.4
2020-01-06T03:00,-1.6,77,3,0.00,0.00,-5.6,1015.6,1009.1
2020-01-06T04:00,0.2,68,3,0.00,0.00,-3.8,1015.3,1008.9
2020-01-06T05:00,0.4,68,71,0.00,0.07,-4.1,1015.4,1009.0
2020-01-06T06:00,0.4,76,73,0.00,0.35,-4.2,1015.5,1009.1
2020-01-06T07:00,0.1,81,73,0.00,0.35,-3.8,1014.8,1008.4
2020-01-06T08:00,0.0,81,71,0.00,0.14,-3.7,1014.4,1008.0
2020-01-06T09:00,-0.1,80,2,0.00,0.00,-4.1,1013.7,1007.3
2020-01-06T10:00,-0.6,83,3,0.00,0.00,-4.5,1013.8,1007.3
2020-01-06T11:00,0.1,77,3,0.00,0.00,-4.1,1014.1,1007.7
2020-01-06T12:00,0.2,81,3,0.00,0.00,-4.0,1014.7,1008.3
2020-01-06T13:00,0.4,80,3,0.00,0.00,-4.2,1014.8,1008.4
2020-01-06T14:00,1.2,74,2,0.00,0.00,-3.4,1015.0,1008.6
2020-01-06T15:00,3.1,65,0,0.00,0.00,-2.2,1015.1,1008.7
2020-01-06T16:00,5.0,60,0,0.00,0.00,-0.4,1014.4,1008.1
2020-01-06T17:00,6.7,55,0,0.00,0.00,1.4,1013.4,1007.1
2020-01-06T18:00,7.5,45,1,0.00,0.00,1.1,1012.9,1006.6
2020-01-06T19:00,7.2,47,3,0.00,0.00,1.2,1013.2,1006.9
2020-01-06T20:00,6.7,48,1,0.00,0.00,1.0,1013.7,1007.4
2020-01-06T21:00,5.9,49,0,0.00,0.00,0.8,1014.3,1008.0
2020-01-06T22:00,4.0,55,0,0.00,0.00,-1.0,1015.2,1008.8
2020-01-06T23:00,3.4,58,0,0.00,0.00,-2.0,1015.6,1009.2
2020-01-07T00:00,2.0,78,0,0.00,0.00,-2.1,1016.3,1009.9
2020-01-07T01:00,3.0,70,0,0.00,0.00,-2.0,1016.6,1010.2
2020-01-07T02:00,3.1,63,0,0.00,0.00,-2.5,1016.9,1010.5
2020-01-07T03:00,3.3,52,1,0.00,0.00,-2.5,1016.9,1010.5
2020-01-07T04:00,2.9,51,3,0.00,0.00,-2.8,1017.0,1010.6
2020-01-07T05:00,2.4,52,3,0.00,0.00,-3.2,1017.3,1010.9
2020-01-07T06:00,1.8,55,2,0.00,0.00,-3.7,1017.8,1011.4
2020-01-07T07:00,1.2,59,1,0.00,0.00,-4.1,1018.0,1011.6
2020-01-07T08:00,0.6,62,0,0.00,0.00,-4.6,1018.4,1011.9
2020-01-07T09:00,-0.1,66,1,0.00,0.00,-4.9,1018.5,1012.0
2020-01-07T10:00,-0.6,69,2,0.00,0.00,-5.1,1018.6,1012.1
2020-01-07T11:00,-0.8,71,3,0.00,0.00,-5.4,1018.7,1012.2
2020-01-07T12:00,0.1,70,3,0.00,0.00,-4.2,1019.1,1012.6
2020-01-07T13:00,0.4,70,3,0.00,0.00,-3.9,1019.4,1012.9
2020-01-07T14:00,1.8,64,2,0.00,0.00,-2.0,1019.2,1012.8
2020-01-07T15:00,3.4,59,1,0.00,0.00,-0.2,1019.0,1012.6
2020-01-07T16:00,5.2,53,2,0.00,0.00,1.6,1018.2,1011.9
2020-01-07T17:00,5.8,46,3,0.00,0.00,2.5,1017.1,1010.8
2020-01-07T18:00,5.7,47,3,0.00,0.00,1.8,1015.7,1009.4
2020-01-07T19:00,5.9,47,3,0.00,0.00,1.8,1015.0,1008.7
2020-01-07T20:00,5.1,52,3,0.00,0.00,0.7,1014.1,1007.8
2020-01-07T21:00,4.2,58,3,0.00,0.00,0.3,1013.4,1007.1
2020-01-07T22:00,3.4,61,3,0.00,0.00,-0.1,1012.7,1006.3
2020-01-07T23:00,2.9,67,51,0.10,0.00,-0.6,1012.3,1005.9
2020-01-08T00:00,2.1,76,51,0.20,0.00,-1.0,1012.9,1006.5
2020-01-08T01:00,1.6,87,71,0.10,0.07,-1.8,1012.4,1006.0
2020-01-08T02:00,1.1,94,71,0.10,0.07,-2.0,1012.2,1005.8
2020-01-08T03:00,0.9,96,51,0.10,0.00,-2.5,1012.6,1006.2
2020-01-08T04:00,0.7,93,3,0.00,0.00,-2.5,1012.4,1006.0
2020-01-08T05:00,0.3,92,1,0.00,0.00,-3.2,1012.2,1005.8
2020-01-08T06:00,-0.2,91,0,0.00,0.00,-4.1,1012.0,1005.6
2020-01-08T07:00,-0.7,91,0,0.00,0.00,-4.9,1012.4,1006.0
2020-01-08T08:00,-1.1,90,0,0.00,0.00,-5.5,1012.3,1005.8
2020-01-08T09:00,-1.4,92,0,0.00,0.00,-6.1,1012.2,1005.7
2020-01-08T10:00,-1.6,93,3,0.00,0.00,-6.3,1012.4,1005.9
2020-01-08T11:00,-1.2,92,1,0.00,0.00,-6.3,1012.5,1006.0
2020-01-08T12:00,-0.6,88,1,0.00,0.00,-5.8,1013.1,1006.6
2020-01-08T13:00,-0.7,88,3,0.00,0.00,-5.7,1013.3,1006.8
2020-01-08T14:00,0.6,81,2,0.00,0.00,-4.4,1013.5,1007.1
2020-01-08T15:00,1.8,74,1,0.00,0.00,-3.4,1013.5,1007.1
2020-01-08T16:00,3.8,62,71,0.00,0.07,-2.2,1012.7,1006.4
2020-01-08T17:00,4.9,44,1,0.00,0.00,-2.8,1012.0,1005.7
2020-01-08T18:00,4.9,39,1,0.00,0.00,-3.1,1012.4,1006.1
2020-01-08T19:00,4.8,36,0,0.00,0.00,-2.9,1013.1,1006.8
2020-01-08T20:00,4.3,31,0,0.00,0.00,-3.7,1014.6,1008.3
2020-01-08T21:00,3.2,33,0,0.00,0.00,-4.6,1016.4,1010.0
2020-01-08T22:00,1.6,35,0,0.00,0.00,-5.5,1018.7,1012.3
2020-01-08T23:00,0.6,36,0,0.00,0.00,-6.8,1020.8,1014.3
2020-01-09T00:00,-0.3,43,0,0.00,0.00,-7.3,1023.5,1017.0
2020-01-09T01:00,-0.9,42,0,0.00,0.00,-7.7,1025.4,1018.9
2020-01-09T02:00,-1.5,45,2,0.00,0.00,-8.2,1026.7,1020.1
2020-01-09T03:00,-1.8,46,3,0.00,0.00,-8.6,1027.7,1021.1
2020-01-09T04:00,-2.4,45,0,0.00,0.00,-9.2,1028.7,1022.1
2020-01-09T05:00,-3.1,46,0,0.00,0.00,-9.9,1030.1,1023.5
2020-01-09T06:00,-3.5,52,3,0.00,0.00,-9.8,1031.3,1024.7
2020-01-09T07:00,-3.7,51,0,0.00,0.00,-9.8,1032.3,1025.7
2020-01-09T08:00,-4.2,45,0,0.00,0.00,-10.5,1033.2,1026.5
2020-01-09T09:00,-4.6,51,0,0.00,0.00,-10.3,1034.3,1027.6
2020-01-09T10:00,-4.9,54,0,0.00,0.00,-10.3,1035.4,1028.7
2020-01-09T11:00,-5.1,50,0,0.00,0.00,-11.1,1036.6,1029.9
2020-01-09T12:00,-4.9,51,0,0.00,0.00,-10.4,1038.7,1032.0
2020-01-09T13:00,-4.9,51,0,0.00,0.00,-10.0,1040.3,1033.6
2020-01-09T14:00,-4.0,46,0,0.00,0.00,-9.1,1041.1,1034.4
2020-01-09T15:00,-3.1,45,0,0.00,0.00,-8.4,1042.0,1035.3
2020-01-09T16:00,-2.0,43,1,0.00,0.00,-7.5,1041.6,1034.9
2020-01-09T17:00,-0.9,41,2,0.00,0.00,-6.0,1040.7,1034.1
2020-01-09T18:00,-0.1,40,0,0.00,0.00,-4.5,1040.3,1033.7
2020-01-09T19:00,0.3,39,3,0.00,0.00,-3.5,1040.2,1033.6
2020-01-09T20:00,0.4,38,3,0.00,0.00,-3.3,1040.0,1033.4
2020-01-09T21:00,0.0,41,3,0.00,0.00,-4.0,1039.8,1033.2
2020-01-09T22:00,-1.4,57,3,0.00,0.00,-5.3,1040.6,1034.0
2020-01-09T23:00,-0.7,56,3,0.00,0.00,-5.0,1040.9,1034.3
2020-01-10T00:00,-0.9,58,3,0.00,0.00,-4.8,1040.8,1034.2
2020-01-10T01:00,-1.1,60,3,0.00,0.00,-5.0,1040.7,1034.1
2020-01-10T02:00,-0.8,58,3,0.00,0.00,-5.1,1040.9,1034.3
2020-01-10T03:00,-0.5,63,3,0.00,0.00,-5.2,1040.8,1034.2
2020-01-10T04:00,-1.0,68,3,0.00,0.00,-5.7,1040.5,1033.9
2020-01-10T05:00,-1.2,71,3,0.00,0.00,-6.0,1039.5,1032.9
2020-01-10T06:00,-1.3,76,3,0.00,0.00,-6.0,1038.7,1032.1
2020-01-10T07:00,-1.0,81,3,0.00,0.00,-5.4,1037.9,1031.3
2020-01-10T08:00,-0.4,83,3,0.00,0.00,-5.1,1037.3,1030.7
2020-01-10T09:00,-0.1,85,3,0.00,0.00,-4.8,1036.4,1029.8
2020-01-10T10:00,0.3,86,3,0.00,0.00,-4.2,1036.1,1029.5
2020-01-10T11:00,0.5,86,3,0.00,0.00,-3.9,1035.7,1029.1
2020-01-10T12:00,0.7,91,3,0.00,0.00,-3.8,1036.3,1029.7
2020-01-10T13:00,2.0,84,3,0.00,0.00,-2.8,1035.8,1029.3
2020-01-10T14:00,3.1,81,3,0.00,0.00,-1.6,1035.9,1029.4
2020-01-10T15:00,4.4,77,3,0.00,0.00,0.1,1035.8,1029.3
2020-01-10T16:00,6.1,74,3,0.00,0.00,1.8,1034.7,1028.3
2020-01-10T17:00,7.6,74,3,0.00,0.00,3.4,1033.1,1026.7
2020-01-10T18:00,8.7,75,1,0.00,0.00,5.0,1032.1,1025.7
2020-01-10T19:00,10.6,72,1,0.00,0.00,6.9,1031.3,1025.0
2020-01-10T20:00,11.0,73,0,0.00,0.00,6.4,1030.8,1024.5
2020-01-10T21:00,10.6,76,3,0.00,0.00,6.4,1031.0,1024.7
2020-01-10T22:00,10.1,78,3,0.00,0.00,6.1,1031.2,1024.9
2020-01-10T23:00,10.2,78,1,0.00,0.00,6.2,1031.3,1025.0
2020-01-11T00:00,8.9,83,2,0.00,0.00,5.3,1031.4,1025.1
2020-01-11T01:00,9.1,83,1,0.00,0.00,5.4,1031.4,1025.1
2020-01-11T02:00,8.4,87,0,0.00,0.00,5.0,1030.9,1024.5
2020-01-11T03:00,7.8,90,2,0.00,0.00,4.9,1030.9,1024.5
2020-01-11T04:00,7.7,92,2,0.00,0.00,5.3,1030.6,1024.2
2020-01-11T05:00,7.7,93,3,0.00,0.00,5.6,1030.0,1023.6
2020-01-11T06:00,8.1,92,3,0.00,0.00,6.1,1029.5,1023.1
2020-01-11T07:00,8.4,91,3,0.00,0.00,6.0,1029.4,1023.1
2020-01-11T08:00,9.4,89,3,0.00,0.00,6.2,1028.7,1022.4
2020-01-11T09:00,10.2,87,3,0.00,0.00,6.7,1027.7,1021.4
2020-01-11T10:00,10.7,85,3,0.00,0.00,7.4,1027.1,1020.8
2020-01-11T11:00,11.5,80,3,0.00,0.00,8.2,1027.2,1020.9
2020-01-11T12:00,12.2,79,3,0.00,0.00,8.7,1026.2,1020.0
2020-01-11T13:00,13.1,76,3,0.00,0.00,9.1,1026.0,1019.8
2020-01-11T14:00,13.8,76,1,0.00,0.00,9.7,1025.6,1019.4
2020-01-11T15:00,15.6,72,3,0.00,0.00,11.6,1025.2,1019.0
2020-01-11T16:00,16.9,68,3,0.00,0.00,12.4,1023.9,1017.8
2020-01-11T17:00,17.4,65,2,0.00,0.00,12.6,1022.2,1016.1
2020-01-11T18:00,18.0,63,3,0.00,0.00,13.8,1020.6,1014.5
2020-01-11T19:00,18.2,63,3,0.00,0.00,14.4,1020.2,1014.1
2020-01-11T20:00,17.8,64,3,0.00,0.00,13.7,1019.3,1013.2
2020-01-11T21:00,16.8,67,3,0.00,0.00,13.3,1018.9,1012.8
2020-01-11T22:00,15.6,73,3,0.00,0.00,12.6,1018.8,1012.7
2020-01-11T23:00,15.0,76,3,0.00,0.00,12.2,1018.6,1012.5
2020-01-12T00:00,15.0,83,3,0.00,0.00,12.5,1018.0,1011.9
2020-01-12T01:00,16.1,80,51,0.10,0.00,13.0,1017.8,1011.7
2020-01-12T02:00,16.0,83,51,0.10,0.00,13.2,1016.9,1010.8
2020-01-12T03:00,16.5,82,3,0.00,0.00,13.5,1016.5,1010.4
2020-01-12T04:00,16.4,83,3,0.00,0.00,13.4,1015.8,1009.7
2020-01-12T05:00,16.2,85,3,0.00,0.00,13.3,1014.9,1008.8
2020-01-12T06:00,15.8,86,3,0.00,0.00,12.4,1014.2,1008.1
2020-01-12T07:00,15.8,86,3,0.00,0.00,12.0,1013.2,1007.1
2020-01-12T08:00,16.0,85,51,0.10,0.00,12.3,1011.8,1005.7
2020-01-12T09:00,16.0,86,51,0.10,0.00,11.7,1010.2,1004.1
2020-01-12T10:00,16.7,85,51,0.10,0.00,12.1,1009.1,1003.1
2020-01-12T11:00,17.8,82,3,0.00,0.00,12.6,1008.5,1002.5
2020-01-12T12:00,15.3,93,55,1.00,0.00,12.2,1010.3,1004.2
2020-01-12T13:00,17.2,90,61,1.40,0.00,14.4,1011.4,1005.4
2020-01-12T14:00,16.4,68,3,0.00,0.00,11.8,1013.6,1007.5
2020-01-12T15:00,17.7,54,3,0.00,0.00,12.7,1015.4,1009.3
2020-01-12T16:00,18.6,48,0,0.00,0.00,13.5,1016.0,1010.0
2020-01-12T17:00,18.0,47,3,0.00,0.00,12.1,1017.1,1011.0
2020-01-12T18:00,17.1,50,0,0.00,0.00,11.7,1017.7,1011.6
2020-01-12T19:00,16.3,50,0,0.00,0.00,11.3,1018.9,1012.8
2020-01-12T20:00,15.3,50,0,0.00,0.00,10.6,1020.6,1014.5
2020-01-12T21:00,13.6,52,0,0.00,0.00,9.1,1022.2,1016.0
2020-01-12T22:00,11.6,54,0,0.00,0.00,6.9,1023.7,1017.5
2020-01-12T23:00,10.0,58,0,0.00,0.00,5.8,1024.6,1018.3
2020-01-13T00:00,9.6,63,0,0.00,0.00,6.3,1024.8,1018.5
2020-01-13T01:00,8.5,70,0,0.00,0.00,5.9,1026.4,1020.1
2020-01-13T02:00,7.3,74,2,0.00,0.00,4.6,1028.1,1021.7
2020-01-13T03:00,6.6,72,2,0.00,0.00,2.6,1029.2,1022.8
2020-01-13T04:00,5.2,65,3,0.00,0.00,0.4,1030.3,1023.9
2020-01-13T05:00,4.4,67,3,0.00,0.00,-0.6,1030.0,1023.6
2020-01-13T06:00,3.3,71,3,0.00,0.00,-1.3,1030.2,1023.7
2020-01-13T07:00,2.6,72,3,0.00,0.00,-2.0,1030.5,1024.0
2020-01-13T08:00,2.0,72,3,0.00,0.00,-2.7,1030.6,1024.1
2020-01-13T09:00,1.6,71,3,0.00,0.00,-2.8,1030.7,1024.2
2020-01-13T10:00,1.3,72,3,0.00,0.00,-3.0,1030.3,1023.8
2020-01-13T11:00,1.2,74,3,0.00,0.00,-2.9,1030.4,1023.9
2020-01-13T12:00,1.0,80,3,0.00,0.00,-3.1,1030.9,1024.4
2020-01-13T13:00,1.5,82,3,0.00,0.00,-2.5,1030.5,1024.0
2020-01-13T14:00,3.1,82,3,0.00,0.00,-0.5,1029.9,1023.4
2020-01-13T15:00,4.9,82,3,0.00,0.00,2.2,1030.6,1024.2
2020-01-13T16:00,7.4,78,3,0.00,0.00,4.9,1030.2,1023.8
2020-01-13T17:00,8.2,83,3,0.00,0.00,6.0,1028.7,1022.4
2020-01-13T18:00,8.6,84,51,0.10,0.00,6.5,1027.8,1021.5
2020-01-13T19:00,8.5,85,51,0.10,0.00,6.7,1027.0,1020.7
2020-01-13T20:00,8.7,85,3,0.00,0.00,7.6,1026.7,1020.4
2020-01-13T21:00,8.6,87,3,0.00,0.00,7.3,1026.8,1020.5
2020-01-13T22:00,7.1,95,3,0.00,0.00,5.6,1026.4,1020.0
2020-01-13T23:00,6.3,96,3,0.00,0.00,4.1,1027.1,1020.7
2020-01-14T00:00,4.9,96,3,0.00,0.00,2.9,1028.4,1022.0
2020-01-14T01:00,4.1,97,3,0.00,0.00,1.8,1028.7,1022.3
2020-01-14T02:00,3.5,97,3,0.00,0.00,0.9,1029.1,1022.6
2020-01-14T03:00,3.9,98,3,0.00,0.00,1.9,1028.9,1022.5
2020-01-14T04:00,3.7,98,3,0.00,0.00,1.7,1028.8,1022.3
2020-01-14T05:00,2.0,99,3,0.00,0.00,-0.4,1028.9,1022.4
2020-01-14T06:00,0.8,100,3,0.00,0.00,-1.7,1028.9,1022.4
2020-01-14T07:00,1.7,100,3,0.00,0.00,-1.1,1029.1,1022.6
2020-01-14T08:00,1.7,100,3,0.00,0.00,-1.2,1029.1,1022.6
2020-01-14T09:00,1.8,100,3,0.00,0.00,-1.5,1028.1,1021.6
2020-01-14T10:00,1.9,99,3,0.00,0.00,-1.2,1028.0,1021.5
2020-01-14T11:00,2.0,99,3,0.00,0.00,-1.3,1028.1,1021.6
2020-01-14T12:00,2.3,99,3,0.00,0.00,-0.7,1028.4,1021.9
2020-01-14T13:00,2.6,98,3,0.00,0.00,-0.4,1027.9,1021.4
2020-01-14T14:00,3.3,94,3,0.00,0.00,0.8,1028.6,1022.1
2020-01-14T15:00,4.2,88,3,0.00,0.00,1.5,1028.4,1022.0
2020-01-14T16:00,5.2,83,3,0.00,0.00,2.3,1027.3,1020.9
2020-01-14T17:00,6.0,79,3,0.00,0.00,2.7,1025.3,1018.9
2020-01-14T18:00,6.4,76,3,0.00,0.00,2.5,1024.3,1017.9
2020-01-14T19:00,6.5,77,3,0.00,0.00,2.6,1022.9,1016.6
2020-01-14T20:00,6.6,79,3,0.00,0.00,3.3,1021.9,1015.6
2020-01-14T21:00,6.5,82,3,0.00,0.00,3.3,1021.5,1015.2
